order, AC, PE, WA, TLE, MLE, OLE, RE, CE, TR, Total , C, C++, Java
A, 209, 42, 3, 3, 57, 198, 512, 60, 116, 336
B, 178, 103, 405, 1, 3, 132, 132, 885, 1839, 182, 362, 1295
C, 103, 306, 127, 8, 3, 39, 78, 668, 1332, 114, 278, 940
D, 115, 27, 14, 3, 8, 19, 214, 400, 32, 81, 287
E, 39, 215, 126, 27, 25, 40, 416, 888, 38, 185, 665
Total, 644, 693, 675, 36, 9, 207, 326, 2381, 4971, 426, 1022, 3523
