problem, AC, PE, WA, TLE, MLE, OLE, RE, CE, TR, Total , C, C++, Java
A, 217, 3, 89, 547, 2, 1, 79, 13, 951, 58, 147, 746
B, 176, 36, 873, 258, 19, 3, 229, 13, 1607, 121, 212, 1274
C, 188, 421, 64, 1, 4, 19, 6, 703, 48, 147, 508
D, 154, 6, 624, 47, 8, 112, 8, 959, 67, 141, 751
E, 185, 157, 14, 4, 43, 5, 408, 15, 76, 317
F, 54, 204, 107, 8, 9, 33, 4, 419, 61, 127, 231
G, 147, 14, 362, 492, 5, 207, 20, 1247, 59, 228, 960
Total, 1121, 59, 2730, 1529, 30, 34, 722, 69, 6294, 429, 1078, 4787
