order, AC, PE, WA, TLE, MLE, OLE, RE, CE, TR, Total , C, C++, Pascal, Java
A, 197, 1, 19, 1, 1, 5, 5, 229, 10, 60, 159
B, 236, 355, 29, 2, 103, 26, 90, 841, 32, 229, 1, 579
C, 136, 265, 67, 3, 65, 21, 123, 680, 5, 167, 508
D, 168, 194, 127, 8, 7, 140, 19, 85, 748, 14, 215, 519
E, 190, 73, 211, 13, 24, 34, 74, 619, 19, 319, 281
F, 196, 465, 209, 19, 5, 118, 55, 178, 1245, 71, 286, 888
G, 139, 477, 199, 8, 207, 25, 178, 1233, 12, 408, 813
H, 149, 272, 48, 1, 19, 11, 118, 618, 13, 183, 422
I, 61, 160, 185, 3, 23, 21, 112, 565, 10, 231, 324
J, 106, 296, 180, 3, 8, 125, 48, 224, 990, 18, 254, 718
K, 61, 78, 25, 1, 5, 12, 93, 275, 9, 84, 182
L, 31, 80, 24, 2, 2, 13, 5, 30, 187, 33, 50, 104
Total, 1670, 1, 2734, 1305, 48, 37, 843, 282, 1310, 8230, 246, 2486, 1, 5497
